book_index,book_name,chapter,testament,chapter_verse_count
55,2 Timothy,3,New,17
55,2 Timothy,4,New,22
56,Titus,1,New,16
56,Titus,2,New,15
56,Titus,3,New,15
57,Philemon,1,New,25
58,Hebrews,1,New,14
58,Hebrews,2,New,18
58,Hebrews,3,New,19
58,Hebrews,4,New,16
58,Hebrews,5,New,14
58,Hebrews,6,New,20
58,Hebrews,7,New,28
58,Hebrews,8,New,13
58,Hebrews,9,New,28
58,Hebrews,10,New,39
58,Hebrews,11,New,40
58,Hebrews,12,New,29
58,Hebrews,13,New,25
59,James,1,New,27
59,James,2,New,26
59,James,3,New,18
59,James,4,New,17
59,James,5,New,20
60,1 Peter,1,New,25
60,1 Peter,2,New,25
60,1 Peter,3,New,22
60,1 Peter,4,New,19
60,1 Peter,5,New,14
61,2 Peter,1,New,21
61,2 Peter,2,New,22
61,2 Peter,3,New,18
62,1 John,1,New,10
62,1 John,2,New,29
62,1 John,3,New,24
62,1 John,4,New,21
62,1 John,5,New,21
63,2 John,1,New,13
64,3 John,1,New,15
65,Jude,1,New,25
66,Revelation,1,New,20
66,Revelation,2,New,29
66,Revelation,3,New,22
66,Revelation,4,New,11
66,Revelation,5,New,14
66,Revelation,6,New,17
66,Revelation,7,New,17
66,Revelation,8,New,13
66,Revelation,9,New,21
66,Revelation,10,New,11
66,Revelation,11,New,19
66,Revelation,12,New,17
66,Revelation,13,New,18
66,Revelation,14,New,20
66,Revelation,15,New,8
66,Revelation,16,New,21
66,Revelation,17,New,18
66,Revelation,18,New,24
66,Revelation,19,New,21
66,Revelation,20,New,15
66,Revelation,21,New,27
66,Revelation,22,New,21
